,words,nots
1292,Galliae,masculine
1293,ūnam,demonstrative
1294,quod,dative
1295,dīvidit,1st person
1296,continētur,plural
1297,trēs,dative
1298,trēs,dative
1299,trēs,dative
1300,fīnibus,accusative
1301,fīnibus,accusative
1302,inter,pronoun
1303,inter,pronoun
1304,cotīdiānīs,plural
1305,quārum,neuter
1306,proximī,dative
1307,pertinent,imperfect
1308,inter,pronoun
1309,aliam,superlative
1310,sōlis,accusative
1311,sōlem,neuter
1312,minimē,comparative
1313,ā,noun
1314,in,conjunction
1315,partem,plural
1316,continenter,perfect
1317,continētur,plural
1318,quā,neuter
1319,dīvidit,deponent
1320,sunt,pluperfect
1321,est,plural
1322,fīnibus,masculine
1323,aliam,plural
1324,incolunt,pluperfect
1325,dīvidit,future
1326,partēs,masculine
1327,Belgīs,singular
1328,pertinet,imperative
1329,pertinet,plural
1330,capit,passive
1331,pertinent,imperative
1332,hī,singular
1333,sē,adjective
1334,trāns,preposition w/ abl.
1335,incolunt,singular
1336,pars,dative
1337,dē,adjective
1338,in,conjunction
1339,mercātōrēs,genitive
1340,in,adverb
1341,flūmen,plural
1342,prohibent,passive
1343,minimē,adjective
1344,hōrum,singular
1345,quibus,singular
1346,Belgīs,accusative
1347,quam,plural
1348,suīs,demonstrative
1349,oriuntur,imperative
1350,linguā,neuter
1351,ipsī,genitive
1352,mercātōrēs,feminine
1353,cum,adverb
1354,pertinent,semi-deponent
1355,prohibent,imperative
1356,longissimē,comparative
1357,quā,reflexive
1358,continētur,imperative
1359,ea,1st person
1360,prohibent,subjunctive
1361,linguā,genitive
1362,linguā,genitive
1363,trēs,ordinal
1364,trēs,ordinal
1365,prōvinciae,nominative
1366,prōvinciae,nominative
1367,longissimē,adjective
1368,prōvinciae,ablative
1369,Belgīs,singular
1370,sōlis,feminine
1371,ea,genitive
1372,suīs,demonstrative
1373,prōvinciae,neuter
1374,ad,preposition w/ acc.
1375,suīs,singular
1376,ipsī,noun
1377,trāns,pronoun
1378,contendunt,pluperfect
1379,proeliīs,singular
1380,atque,pronoun
1381,atque,pronoun
1382,spectat,deponent
1383,spectat,deponent
1384,spectat,deponent
1385,quī,relative
1386,quī,relative
1387,Belgīs,genitive
1388,omnium,superlative
1389,Galliae,accusative
1390,Germānīs,nominative
1391,dīvidit,3rd person
1392,suīs,accusative
1393,mercātōrēs,singular
1394,pertinent,deponent
1395,dīvidit,deponent
1396,inter,pronoun
1397,ab,preposition w/ acc.
1398,sē,dative
1399,appellantur,singular
1400,sōlem,neuter
1401,sōlem,neuter
1402,omnēs,feminine
1403,dē,noun
1404,Germānīs,accusative
1405,trēs,singular
1406,ipsī,reflexive
1407,bellum,ablative
1408,Hispāniam,dative
1409,ūnam,dative
1410,proeliīs,nominative
1411,quam,dative
1412,sē,dative
1413,reliquōs,singular
1414,incolunt,singular
1415,sōlem,ablative
1416,fīnibus,singular
1417,orientem,nominative
1418,quārum,neuter
1419,partem,genitive
1420,sunt,imperfect
1421,dīvidit,semi-deponent
1422,omnis,ablative
1423,orientem,plural
1424,ūnam,plural
1425,cum,adverb
1426,ad,preposition w/ abl.
1427,absunt,semi-deponent
1428,proximī,feminine
1429,fīnibus,genitive
1430,omnium,singular
1431,quā,plural
1432,atque,adjective
1433,continētur,active
1434,mercātōrēs,plural
1435,lēgibus,accusative
1436,hōrum,dative
1437,spectat,semi-deponent
1438,Gallia,neuter
1439,Galliae,masculine
1440,occāsum,feminine
1441,inter,preposition w/ abl.
1442,eōs,singular
1443,eōs,singular
1444,tertiam,superlative
1445,tertiam,superlative
1446,eōs,singular
1447,eōs,singular
1448,eōs,singular
1449,Gallia,nominative
1450,Gallia,nominative
1451,proeliīs,singular
1452,in,conjunction
1453,ūnam,comparative
1454,virtūte,plural
1455,Hispāniam,neuter
1456,pars,ablative
1457,pars,ablative
1458,continētur,singular
1459,continētur,singular
1460,eōrum,nominative
1461,Galliae,masculine
1462,quibus,reflexive
1463,trāns,preposition w/ abl.
1464,etiam,pronoun
1465,Belgārum,singular
1466,ipsōrum,accusative
1467,quod,noun
1468,hōrum,singular
1469,eōrum,feminine
1470,Germānīs,positive
1471,ūnam,superlative
1472,longissimē,adjective
1473,atque,pronoun
1474,fīnibus,dative
1475,eōrum,1st person
1476,eōrum,singular
1477,prohibent,passive
1478,obtinēre,semi-deponent
1479,contendunt,imperative
1480,pertinent,deponent
1481,sē,relative
1482,atque,adjective
1483,continētur,subjunctive
1484,quam,noun
1485,spectat,indicative
1486,dīvīsa,superlative
1487,eōrum,singular
1488,ipsī,noun
1489,spectat,semi-deponent
1490,partēs,singular
1491,lēgibus,neuter
1492,cum,pronoun
1493,causā,plural
1494,contendunt,perfect
1495,etiam,pronoun
1496,Hispāniam,masculine
1497,dictum est,present
1498,lēgibus,masculine
1499,prohibent,semi-deponent
1500,omnēs,positive
1501,omnēs,positive
1502,omnēs,positive
1503,quae,reflexive
1504,orientem,neuter
1505,obtinēre,1st person
1506,contendunt,passive
1507,etiam,pronoun
1508,Gallia,feminine
1509,Gallia,feminine
1510,flūmine,feminine
1511,eōrum,feminine
1512,longissimē,positive
1513,proeliīs,accusative
1514,quārum,noun
1515,est,perfect
1516,omnium,comparative
1517,appellantur,active
1518,Gallia,plural
1519,angustōs,genitive
1520,ūna,superlative
1521,quārum,neuter
1522,quibus,nominative
1523,pertinent,pluperfect
1524,virtūte,nominative
1525,atque,pronoun
1526,quārum,neuter
1527,quā,reflexive
1528,prohibent,singular
1529,Celtae,neuter
1530,sōlis,neuter
1531,ūna,neuter
1532,quī,neuter
1533,inter,adverb
1534,prōvinciae,neuter
1535,lēgibus,nominative
1536,fortissimī,feminine
1537,fortissimī,feminine
1538,omnium,singular
1539,omnium,singular
1540,Gallia,plural
1541,continētur,passive
1542,continētur,passive
1543,oriuntur,singular
1544,lēgibus,accusative
1545,lēgibus,accusative
1546,pars,genitive
1547,quod,dative
1548,partem,plural
1549,Celtae,ablative
1550,minimē,adjective
1551,fortissimī,ablative
1552,partēs,neuter
1553,partēs,neuter
1554,dē,pronoun
1555,Belgae,feminine
1556,Belgīs,nominative
1557,sōlis,feminine
1558,Gallia,genitive
1559,Gallia,neuter
1560,Germānīs,accusative
1561,quibus,noun
1562,quī,reflexive
1563,dīvīsa,masculine
1564,etiam,pronoun
1565,Belgārum,dative
1566,flūminis,masculine
1567,absunt,indicative
1568,quod,demonstrative
1569,ipsōrum,singular
1570,ūnam,ordinal
1571,ipsī,genitive
1572,est,plural
1573,inter,conjunction
1574,hōrum,dative
1575,sōlis,ablative
1576,longissimē,adverb
1577,prohibent,passive
1578,reliquōs,neuter
1579,lēgibus,nominative
1580,flūmine,plural
1581,inter,pronoun
1582,obtinēre,1st person
1583,obtinēre,1st person
1584,sē,genitive
1585,sē,genitive
1586,capit,passive
1587,capit,passive
1588,ab,adverb
1589,ūnam,demonstrative
1590,quae,genitive
1591,quae,genitive
1592,quae,genitive
1593,ūna,accusative
1594,pertinet,deponent
1595,reliquōs,superlative
1596,quī,noun
1597,ab,pronoun
1598,absunt,imperative
1599,est,2nd person
1600,occāsum,plural
1601,occāsum,dative
1602,cotīdiānīs,ablative
1603,cotīdiānīs,ablative
1604,omnis,accusative
1605,incolunt,deponent
1606,flūminis,feminine
1607,dīvidit,subjunctive
1608,dīvīsa,ablative
1609,et,pronoun
1610,fortissimī,accusative
1611,fortissimī,accusative
1612,fortissimī,accusative
1613,aliam,superlative
1614,quī,demonstrative
1615,obtinēre,gerund
1616,Galliae,ablative
1617,reliquōs,ablative
1618,trāns,adverb
1619,pertinet,passive
1620,lēgibus,genitive
1621,bellum,genitive
1622,ipsī,genitive
1623,inter,preposition w/ abl.
1624,cum,preposition w/ acc.
1625,prōvinciae,ablative
1626,suīs,demonstrative
1627,pertinet,2nd person
1628,prohibent,passive
1629,prohibent,passive
1630,prohibent,passive
1631,aliam,comparative
1632,aliam,comparative
1633,aliam,comparative
1634,aliam,comparative
1635,mercātōrēs,genitive
1636,mercātōrēs,genitive
1637,mercātōrēs,genitive
1638,spectat,indicative
1639,spectat,indicative
1640,Galliae,nominative
1641,sōlem,plural
1642,spectant,singular
1643,spectant,passive
1644,cum,adjective
1645,quod,ablative
1646,quod,ablative
1647,quod,ablative
1648,quibus,demonstrative
1649,absunt,future
1650,lēgibus,singular
1651,lēgibus,singular
1652,atque,pronoun
1653,causā,feminine
1654,causā,feminine
1655,spectat,semi-deponent
1656,Belgae,accusative
1657,ea,genitive
1658,inter,conjunction
1659,quā,neuter
1660,fortissimī,feminine
1661,sē,genitive
1662,eōs,relative
1663,incolunt,passive
1664,omnium,nominative
1665,contendunt,1st person
1666,orientem,accusative
1667,ad,preposition w/ abl.
1668,lēgibus,masculine
1669,quā,noun
1670,cum,adjective
1671,-que,pronoun
1672,-que,pronoun
1673,ā,pronoun
1674,appellantur,future
1675,minimē,comparative
1676,ad,pronoun
1677,quā,masculine
1678,quae,dative
1679,ūna,demonstrative
1680,ūna,demonstrative
1681,ūna,ordinal
1682,linguā,plural
1683,linguā,plural
1684,linguā,plural
1685,dīvīsa,semi-deponent
1686,occāsum,nominative
1687,ipsōrum,dative
1688,obtinēre,subjunctive
1689,fortissimī,positive
1690,longissimē,adjective
1691,sē,dative
1692,hī,reflexive
1693,ea,3rd person
1694,ea,3rd person
1695,cum,preposition w/ acc.
1696,montēs,ablative
1697,Germānīs,accusative
1698,oriuntur,pluperfect
1699,prōvinciae,ablative
1700,pars,genitive
1701,trēs,cardinal
1702,trēs,cardinal
1703,Belgārum,nominative
1704,quibus,noun
1705,in,conjunction
1706,omnis,superlative
1707,Germānīs,accusative
1708,fīnibus,singular
1709,hī,possessive
1710,ad,conjunction
1711,Gallia,plural
1712,Gallia,plural
1713,gerunt,singular
1714,absunt,3rd person
1715,absunt,3rd person
1716,absunt,3rd person
1717,sōlis,accusative
1718,appellantur,semi-deponent
1719,atque,adjective
1720,spectat,imperative
1721,incolunt,perfect
1722,trāns,pronoun
1723,in,adverb
1724,eōrum,1st person
1725,dē,conjunction
1726,longissimē,adjective
1727,dīvīsa,superlative
1728,montēs,singular
1729,ad,adverb
1730,causā,dative
1731,quārum,demonstrative
1732,continenter,semi-deponent
1733,quod,feminine
1734,sōlis,feminine
1735,Belgīs,singular
1736,continenter,comparative
1737,Celtae,accusative
1738,montēs,singular
1739,Hispāniam,masculine
1740,hī,dative
1741,Galliae,accusative
1742,animōs,neuter
1743,cotīdiānīs,singular
1744,dē,conjunction
1745,pertinent,2nd person
1746,est,1st person
1747,quā,reflexive
1748,Belgae,feminine
1749,lēgibus,genitive
1750,quā,demonstrative
1751,flūmine,masculine
1752,spectant,future perfect
1753,dictum est,imperative
1754,dictum est,imperative
1755,partem,neuter
1756,pertinent,2nd person
1757,quā,plural
1758,bellum,feminine
1759,ipsōrum,feminine
1760,trēs,neuter
1761,dīvidit,semi-deponent
1762,gerunt,passive
1763,gerunt,passive
1764,eōs,dative
1765,eōs,dative
1766,prōvinciae,neuter
1767,ea,masculine
1768,spectat,deponent
1769,eōs,2nd person
1770,sōlem,nominative
1771,et,adjective
1772,partēs,dative
1773,ūnam,neuter
1774,proeliīs,accusative
1775,ūna,ablative
1776,ūnam,masculine
1777,flūmen,feminine
1778,ab,adjective
1779,virtūte,neuter
1780,proximī,dative
1781,Belgae,ablative
1782,flūmen,genitive
1783,ea,genitive
1784,reliquōs,feminine
1785,ūnam,comparative
1786,in,adverb
1787,in,adverb
1788,atque,adjective
1789,aliam,comparative
1790,ā,adjective
1791,oriuntur,imperative
1792,quī,feminine
1793,Gallia,ablative
1794,flūmine,dative
1795,longissimē,positive
1796,Gallia,dative
1797,-que,pronoun
1798,initium,dative
1799,Belgae,accusative
1800,eam,reflexive
1801,quibus,noun
1802,tertiam,comparative
1803,prohibent,2nd person
1804,sē,dative
1805,prohibent,pluperfect
1806,ea,masculine
1807,quam,neuter
1808,linguā,masculine
1809,linguā,masculine
1810,pertinent,1st person
1811,causā,accusative
1812,quam,ablative
1813,dictum est,deponent
1814,occāsum,neuter
1815,linguā,plural
1816,ūna,neuter
1817,appellantur,imperative
1818,ea,masculine
1819,quam,noun
1820,omnis,dative
1821,Belgārum,singular
1822,eōs,reflexive
1823,sōlis,plural
1824,continētur,plural
1825,quod,noun
1826,aliam,masculine
1827,aliam,masculine
1828,lēgibus,nominative
1829,flūminis,feminine
1830,partēs,ablative
1831,initium,plural
1832,quam,singular
1833,proeliīs,singular
1834,est,2nd person
1835,fortissimī,feminine
1836,quod,noun
1837,mercātōrēs,dative
1838,occāsum,nominative
1839,absunt,subjunctive
1840,ūna,neuter
1841,prōvinciae,masculine
1842,spectant,deponent
1843,montēs,feminine
1844,quam,masculine
1845,sunt,pluperfect
1846,partēs,neuter
1847,quae,demonstrative
1848,Germānīs,genitive
1849,eōrum,singular
1850,ad,pronoun
1851,bellum,dative
1852,sōlem,plural
1853,mercātōrēs,feminine
1854,mercātōrēs,feminine
1855,eōs,1st person
1856,trāns,conjunction
1857,proximī,ablative
1858,eam,1st person
1859,absunt,semi-deponent
1860,partem,plural
1861,trēs,dative
1862,inter,adverb
1863,partēs,neuter
1864,hōrum,accusative
1865,ea,masculine
1866,inter,conjunction
1867,proeliīs,masculine
1868,eōrum,feminine
1869,eōrum,feminine
1870,eōrum,feminine
1871,dictum est,imperative
1872,ūna,ordinal
1873,cotīdiānīs,nominative
1874,Celtae,ablative
1875,est,2nd person
1876,flūminis,ablative
1877,sē,2nd person
1878,hōrum,feminine
1879,fortissimī,ablative
1880,sunt,singular
1881,initium,plural
1882,quī,neuter
1883,absunt,1st person
1884,omnium,dative
1885,animōs,neuter
1886,ea,1st person
1887,tertiam,dative
1888,prōvinciae,masculine
1889,aliam,genitive
1890,aliam,genitive
1891,aliam,genitive
1892,cotīdiānīs,genitive
1893,quae,masculine
1894,sōlem,neuter
1895,Belgīs,genitive
1896,eam,2nd person
1897,appellantur,imperative
1898,fortissimī,genitive
1899,fortissimī,genitive
1900,Celtae,neuter
1901,spectant,future
1902,Belgīs,singular
1903,minimē,positive
1904,sē,nominative
1905,ūnam,genitive
1906,occāsum,plural
1907,occāsum,plural
1908,occāsum,plural
1909,Galliae,accusative
1910,initium,plural
1911,omnis,dative
1912,initium,ablative
1913,-que,pronoun
1914,sunt,pluperfect
1915,omnēs,ablative
1916,trēs,neuter
1917,ā,adverb
1918,eam,genitive
1919,eam,genitive
1920,eam,genitive
1921,cum,adjective
1922,cum,adjective
1923,trēs,nominative
1924,eōs,ablative
1925,proeliīs,plural
1926,occāsum,dative
1927,in,adverb
1928,initium,genitive
1929,continētur,1st person
1930,continētur,1st person
1931,minimē,adjective
1932,ūna,ordinal
1933,ūna,ordinal
1934,cum,preposition w/ acc.
1935,cum,preposition w/ acc.
1936,cum,preposition w/ acc.
1937,trēs,ablative
1938,hī,singular
1939,incolunt,passive
1940,quae,genitive
1941,quae,genitive
1942,quae,genitive
1943,dīvīsa,present
1944,gerunt,pluperfect
1945,gerunt,pluperfect
1946,ipsī,noun
1947,longissimē,positive
1948,longissimē,positive
1949,sōlem,neuter
1950,et,adjective
1951,cotīdiānīs,genitive
1952,flūmine,accusative
1953,-que,pronoun
1954,ā,adverb
1955,ab,noun
1956,Belgārum,dative
1957,causā,dative
1958,causā,dative
1959,causā,dative
1960,sunt,imperative
1961,sunt,imperative
1962,dē,pronoun
1963,dē,pronoun
1964,continētur,2nd person
1965,oriuntur,3rd person
1966,eam,indefinite
1967,omnium,accusative
1968,suīs,superlative
1969,suīs,superlative
1970,etiam,pronoun
1971,etiam,pronoun
1972,contendunt,1st person
1973,ūna,comparative
1974,orientem,not deponent
1975,omnēs,ablative
1976,est,perfect
1977,quae,demonstrative
1978,obtinēre,3rd person
1979,obtinēre,3rd person
1980,minimē,positive
1981,minimē,positive
1982,flūmine,masculine
1983,longissimē,adjective
1984,longissimē,adjective
1985,etiam,pronoun
1986,appellantur,deponent
1987,Hispāniam,plural
1988,Belgīs,genitive
1989,sē,accusative
1990,quod,feminine
1991,cotīdiānīs,singular
1992,partem,masculine
1993,Gallia,accusative
1994,spectant,deponent
1995,mercātōrēs,neuter
1996,Gallia,masculine
1997,partēs,masculine
1998,partēs,masculine
1999,quārum,noun
2000,quārum,noun
2001,Belgārum,neuter
2002,Belgārum,neuter
2003,Belgārum,neuter
2004,pars,neuter
2005,pars,neuter
2006,omnis,accusative
2007,tertiam,plural
2008,continētur,2nd person
2009,causā,plural
2010,flūminis,plural
2011,flūmen,ablative
2012,cotīdiānīs,superlative
2013,ā,conjunction
2014,partem,plural
2015,pertinent,2nd person
2016,pertinent,2nd person
2017,sōlem,neuter
2018,partem,masculine
2019,partem,masculine
2020,partem,masculine
2021,partem,masculine
2022,pertinet,pluperfect
2023,pertinet,pluperfect
2024,pertinet,pluperfect
2025,contendunt,passive
2026,continētur,plural
2027,minimē,positive
2028,minimē,positive
2029,dictum est,feminine
2030,ad,adverb
2031,ad,adverb
2032,ad,adverb
2033,fortissimī,feminine
2034,Galliae,ablative
2035,orientem,plural
2036,eam,genitive
2037,gerunt,subjunctive
2038,absunt,perfect
2039,omnis,comparative
2040,tertiam,dative
2041,prohibent,pluperfect
2042,gerunt,indicative
2043,atque,adjective
2044,ipsōrum,feminine
2045,quod,plural
2046,trēs,neuter
2047,eam,plural
2048,eam,plural
2049,trēs,neuter
2050,ad,preposition w/ abl.
2051,ad,preposition w/ abl.
2052,ad,preposition w/ abl.
2053,prōvinciae,ablative
2054,contendunt,singular
2055,-que,adjective
2056,ipsōrum,reflexive
2057,oriuntur,subjunctive
2058,ad,pronoun
2059,spectat,semi-deponent
2060,quae,noun
2061,mercātōrēs,nominative
2062,Belgārum,genitive
2063,hōrum,neuter
2064,appellantur,subjunctive
2065,appellantur,present
2066,quibus,genitive
2067,quae,feminine
2068,obtinēre,singular
2069,omnēs,masculine
2070,continenter,not deponent
2071,pertinet,present
2072,mercātōrēs,nominative
2073,omnis,nominative
2074,mercātōrēs,nominative
2075,sē,reflexive
2076,tertiam,positive
2077,sōlis,singular
2078,sōlis,singular
2079,sōlis,singular
2080,orientem,deponent
2081,ūnam,cardinal
2082,suīs,plural
2083,occāsum,accusative
